"","cty1","cty2","absimport"
"1046",253,228,8311.6904296875
"1047",253,258,8311.6904296875
"1048",253,268,87272.6953125
"1049",253,273,41558.453125
"1050",253,278,16623.373046875
"1051",253,293,33246.76171875
"1052",258,111,2023895.125
"1053",258,112,91428.5546875
"1054",258,132,20779.216796875
"1055",258,134,83116.8671875
"1056",258,136,20779.216796875
"1057",258,138,12467.5361328125
"1058",258,144,12467.5361328125
"1059",258,146,24935.060546875
"1060",258,156,91428.5546875
"1061",258,158,8311.6904296875
"1062",258,184,8311.6904296875
"1063",258,253,62337.6796875
"1064",258,268,4155.84326171875
"1065",258,273,187012.953125
"1066",258,293,12467.5361328125
"1067",258,299,12467.5361328125
"1068",258,534,24935.060546875
"1069",268,111,1170285.5
"1070",268,112,36571.4375
"1071",268,132,4571.427734375
"1072",268,134,18285.7109375
"1073",268,136,4571.427734375
"1074",268,146,4571.427734375
"1075",268,156,13714.2900390625
"1076",268,158,13714.2900390625
"1077",268,243,4571.427734375
"1078",268,253,73142.84375
"1079",268,258,4571.427734375
"1080",268,273,45714.30078125
"1081",268,278,4571.427734375
"1082",268,293,13714.2900390625
"1083",268,299,4571.427734375
"1084",273,111,17853498
"1085",273,112,482078
"1086",273,122,8311.6904296875
"1087",273,128,4155.84326171875
"1088",273,132,249350.71875
"1089",273,134,299220.875
"1090",273,136,162077.90625
"1091",273,138,70649.3671875
"1092",273,142,24935.060546875
"1093",273,144,295064.90625
"1094",273,146,220259.734375
"1095",273,156,473766.125
"1096",273,158,45714.30078125
"1097",273,172,8311.6904296875
"1098",273,182,29090.912109375
"1099",273,184,116363.6484375
"1100",273,193,170389.640625
"1101",273,196,24935.060546875
"1102",273,199,4155.84326171875
"1103",273,213,33246.76171875
"1104",273,223,4155.84326171875
"1105",273,228,8311.6904296875
"1106",273,258,12467.5361328125
"1107",273,293,4155.84326171875
"1108",273,298,16623.373046875
"1109",273,524,20779.216796875
"1110",273,534,12467.5361328125
"1111",278,111,914286
"1112",278,112,32000.00390625
"1113",278,132,4571.427734375
"1114",278,134,13714.2900390625
"1115",278,146,4571.427734375
"1116",278,156,13714.2900390625
"1117",278,158,4571.427734375
"1118",278,238,4571.427734375
"1119",278,253,9142.859375
"1120",278,273,22857.138671875
"1121",278,283,4571.427734375
"1122",278,293,4571.427734375
"1123",283,111,2011428.375
"1124",283,112,100571.4140625
"1125",283,128,4571.427734375
"1126",283,132,27428.56640625
"1127",283,134,22857.138671875
"1128",283,136,13714.2900390625
"1129",283,138,13714.2900390625
"1130",283,144,18285.7109375
"1131",283,146,18285.7109375
"1132",283,156,86857.125
"1133",283,158,18285.7109375
"1134",283,196,18285.7109375
"1135",283,213,13714.2900390625
"1136",283,228,219428.640625
"1137",283,233,27428.56640625
"1138",283,238,9142.859375
"1139",283,248,22857.138671875
"1140",283,253,4571.427734375
"1141",283,258,9142.859375
"1142",283,268,9142.859375
"1143",283,273,45714.30078125
"1144",283,566,4571.427734375
"1145",283,686,9142.859375
"1146",293,111,4097663
"1147",293,112,1284155.5
"1148",293,122,49870.14453125
"1149",293,128,16623.373046875
"1150",293,132,141298.671875
"1151",293,134,207792.265625
"1152",293,136,120519.5
"1153",293,138,137142.84375
"1154",293,142,16623.373046875
"1155",293,144,128831.1953125
"1156",293,146,191168.875
"1157",293,156,157922.109375
"1158",293,158,12467.5361328125
"1159",293,172,8311.6904296875
"1160",293,182,4155.84326171875
"1161",293,184,12467.5361328125
"1162",293,193,216103.984375
"1163",293,213,282597.46875
"1164",293,228,91428.5546875
"1165",293,238,4155.84326171875
"1166",293,248,191168.875
"1167",293,273,16623.373046875
"1168",293,278,8311.6904296875
"1169",293,298,12467.5361328125
"1170",293,524,4155.84326171875
"1171",293,534,83116.8671875
"1172",293,686,4155.84326171875
"1173",298,111,1629090.75
"1174",298,112,1899220.375
"1175",298,122,8311.6904296875
"1176",298,128,37402.58984375
"1177",298,132,602597.5
"1178",298,134,440519.65625
"1179",298,136,303376.625
"1180",298,138,120519.5
"1181",298,142,12467.5361328125
"1182",298,144,278441.5625
"1183",298,146,132987.046875
"1184",298,156,74805.21875
"1185",298,158,12467.5361328125
"1186",298,172,54025.99609375
"1187",298,182,12467.5361328125
"1188",298,184,70649.3671875
"1189",298,186,8311.6904296875
"1190",298,199,58181.79296875
"1191",298,213,128831.1953125
"1192",298,223,714804.9375
"1193",298,228,16623.373046875
"1194",298,233,24935.060546875
"1195",298,243,4155.84326171875
"1196",298,248,24935.060546875
"1197",298,273,20779.216796875
"1198",298,288,207792.265625
"1199",298,293,236883.171875
"1200",298,299,220259.734375
"1201",298,423,4155.84326171875
"1202",298,524,20779.216796875
"1203",298,534,70649.3671875
"1204",298,612,8311.6904296875
"1205",298,652,4155.84326171875
"1206",298,664,12467.5361328125
"1207",298,686,12467.5361328125
"1208",299,111,16822846
"1209",299,112,1807791.75
"1210",299,122,24935.060546875
"1211",299,128,187012.953125
"1212",299,132,469610.53125
"1213",299,134,727272.8125
"1214",299,136,598441.4375
"1215",299,138,319999.90625
"1216",299,142,24935.060546875
"1217",299,144,178701.234375
"1218",299,146,253506.515625
"1219",299,156,943376.9375
"1220",299,158,132987.046875
"1221",299,172,12467.5361328125
"1222",299,178,4155.84326171875
"1223",299,182,54025.99609375
"1224",299,184,132987.046875
"1225",299,186,4155.84326171875
"1226",299,193,4155.84326171875
"1227",299,213,170389.640625
"1228",299,223,58181.79296875
"1229",299,228,16623.373046875
"1230",299,233,70649.3671875
"1231",299,238,8311.6904296875
"1232",299,243,8311.6904296875
"1233",299,248,87272.6953125
"1234",299,253,4155.84326171875
"1235",299,268,8311.6904296875
"1236",299,273,74805.21875
"1237",299,283,12467.5361328125
"1238",299,293,132987.046875
"1239",299,298,12467.5361328125
"1240",299,369,29090.912109375
"1241",299,524,4155.84326171875
"1242",299,534,29090.912109375
"1243",299,566,170389.640625
"1244",299,578,4155.84326171875
"1245",343,111,369869.90625
"1246",343,112,1113766.25
"1247",343,128,4155.84326171875
"1248",343,132,12467.5361328125
"1249",343,134,29090.912109375
"1250",343,136,12467.5361328125
"1251",343,138,24935.060546875
"1252",343,142,8311.6904296875
"1253",343,144,4155.84326171875
"1254",343,156,311688.40625
"1255",343,158,112207.828125
"1256",343,193,54025.99609375
"1257",343,196,45714.30078125
"1258",343,199,12467.5361328125
"1259",343,223,8311.6904296875
"1260",343,248,20779.216796875
"1261",343,278,4155.84326171875
"1262",343,299,4155.84326171875
"1263",343,369,78961.015625
"1264",343,518,4155.84326171875
"1265",343,534,87272.6953125
"1266",343,578,4155.84326171875
"1267",369,111,332467.46875
"1268",369,112,1654025.75
"1269",369,122,4155.84326171875
"1270",369,128,20779.216796875
"1271",369,132,29090.912109375
"1272",369,134,20779.216796875
"1273",369,136,24935.060546875
"1274",369,138,99740.2421875
"1275",369,142,8311.6904296875
"1276",369,144,8311.6904296875
"1277",369,156,344934.90625
"1278",369,158,29090.912109375
"1279",369,174,4155.84326171875
"1280",369,178,4155.84326171875
"1281",369,193,166233.8125
"1282",369,196,20779.216796875
"1283",369,199,12467.5361328125
"1284",369,213,8311.6904296875
"1285",369,233,162077.90625
"1286",369,278,4155.84326171875
"1287",369,299,843635.9375
"1288",369,524,4155.84326171875
"1289",369,534,37402.58984375
"1290",423,111,74805.21875
"1291",423,112,731428.8125
"1292",423,122,20779.216796875
"1293",423,128,8311.6904296875
"1294",423,132,33246.76171875
"1295",423,134,33246.76171875
"1296",423,136,87272.6953125
"1297",423,138,37402.58984375
"1298",423,142,4155.84326171875
"1299",423,144,33246.76171875
"1300",423,174,12467.5361328125
"1301",423,182,20779.216796875
"1302",423,186,8311.6904296875
"1303",423,193,99740.2421875
"1304",423,199,4155.84326171875
"1305",423,223,8311.6904296875
"1306",423,436,4155.84326171875
"1307",423,469,33246.76171875
"1308",423,534,41558.453125
"1309",436,111,4384414.5
"1310",436,112,1051428.875
"1311",436,122,191168.875
"1312",436,128,162077.90625
"1313",436,132,261818.21875
"1314",436,134,157922.109375
"1315",436,136,652467.375
"1316",436,138,236883.171875
"1317",436,142,78961.015625
"1318",436,144,191168.875
"1319",436,146,191168.875
"1320",436,156,502857.09375
"1321",436,158,4155.84326171875
"1322",436,172,83116.8671875
"1323",436,174,4155.84326171875
"1324",436,176,29090.912109375
"1325",436,178,20779.216796875
"1326",436,184,8311.6904296875
"1327",436,193,95584.3984375
"1328",436,196,4155.84326171875
"1329",436,199,477922
"1330",436,213,124675.3046875
"1331",436,223,124675.3046875
"1332",436,273,8311.6904296875
"1333",436,298,62337.6796875
"1334",436,369,8311.6904296875
"1335",436,423,116363.6484375
"1336",436,469,8311.6904296875
"1337",436,518,8311.6904296875
"1338",436,524,12467.5361328125
"1339",436,534,33246.76171875
"1340",436,564,4155.84326171875
"1341",436,566,91428.5546875
"1342",436,612,24935.060546875
"1343",436,644,8311.6904296875
"1344",436,686,24935.060546875
"1345",469,111,1504415.625
"1346",469,112,4928829.5
"1347",469,122,220259.734375
"1348",469,128,108051.9375
"1349",469,132,2485194.75
"1350",469,134,731428.8125
"1351",469,136,1845195.5
"1352",469,138,984935.1875
"1353",469,142,398960.96875
"1354",469,144,577662.25
"1355",469,146,407272.6875
"1356",469,156,211948
"1357",469,158,145454.5625
"1358",469,172,295064.90625
"1359",469,174,108051.9375
"1360",469,182,41558.453125
"1361",469,184,112207.828125
"1362",469,186,286753.3125
"1363",469,193,1537661.5
"1364",469,196,12467.5361328125
"1365",469,199,876882.9375
"1366",469,213,12467.5361328125
"1367",469,223,137142.84375
"1368",469,228,768831.125
"1369",469,423,54025.99609375
"1370",469,524,590129.5625
"1371",469,534,673247
"1372",469,564,33246.76171875
"1373",469,612,70649.3671875
"1374",469,644,16623.373046875
"1375",469,686,20779.216796875
"1376",518,111,128831.1953125
"1377",518,112,1109610.25
"1378",518,122,8311.6904296875
"1379",518,128,12467.5361328125
"1380",518,132,4155.84326171875
"1381",518,136,70649.3671875
"1382",518,138,78961.015625
"1383",518,142,12467.5361328125
"1384",518,144,8311.6904296875
"1385",518,146,4155.84326171875
"1386",518,158,490389.78125
"1387",518,172,4155.84326171875
"1388",518,193,99740.2421875
"1389",518,196,4155.84326171875
"1390",518,524,4155.84326171875
"1391",518,534,2061299.125
"1392",518,564,12467.5361328125
"1393",518,578,20779.216796875
"1394",524,111,303376.625
"1395",524,112,2023895.125
"1396",524,122,4155.84326171875
"1397",524,128,4155.84326171875
"1398",524,132,62337.6796875
"1399",524,134,78961.015625
"1400",524,136,108051.9375
"1401",524,138,103896.0859375
"1402",524,142,16623.373046875
"1403",524,144,37402.58984375
"1404",524,146,33246.76171875
"1405",524,156,178701.234375
"1406",524,158,270130
"1407",524,178,8311.6904296875
"1408",524,184,4155.84326171875
"1409",524,193,698181.875
"1410",524,199,20779.216796875
"1411",524,223,8311.6904296875
"1412",524,293,33246.76171875
"1413",524,423,16623.373046875
"1414",524,469,182857.203125
"1415",524,518,1990648.625
"1416",524,534,1579220.375
"1417",524,564,116363.6484375
"1418",524,578,494545.25
"1419",524,644,62337.6796875
"1420",524,664,24935.060546875
"1421",524,686,8311.6904296875
"1422",534,111,8793765
"1423",534,112,10256626
"1424",534,122,95584.3984375
"1425",534,128,137142.84375
"1426",534,132,627532.1875
"1427",534,134,656623.4375
"1428",534,136,797922.3125
"1429",534,138,415584.34375
"1430",534,142,170389.640625
"1431",534,144,398960.96875
"1432",534,146,610909.0625
"1433",534,156,918441.5
"1434",534,158,648311.625
"1435",534,172,95584.3984375
"1436",534,178,4155.84326171875
"1437",534,182,16623.373046875
"1438",534,184,12467.5361328125
"1439",534,186,8311.6904296875
"1440",534,193,3798442.5
"1441",534,196,137142.84375
"1442",534,213,8311.6904296875
"1443",534,273,33246.76171875
"1444",534,293,241038.890625
"1445",534,423,4155.84326171875
"1446",534,469,2323117.5
"1447",534,518,1097143.25
"1448",534,524,311688.40625
"1449",534,564,3557403
"1450",534,566,33246.76171875
"1451",534,578,536103.9375
"1452",534,636,91428.5546875
"1453",534,644,4155.84326171875
"1454",534,664,1525194.875
"1455",534,686,4155.84326171875
"1456",564,111,1367272.375
"1457",564,112,3835842.75
"1458",564,122,33246.76171875
"1459",564,128,16623.373046875
"1460",564,132,116363.6484375
"1461",564,134,282597.46875
"1462",564,136,739740.1875
"1463",564,138,228571.5
"1464",564,142,41558.453125
"1465",564,144,95584.3984375
"1466",564,146,66493.4921875
"1467",564,156,95584.3984375
"1468",564,158,2173506.25
"1469",564,172,16623.373046875
"1470",564,184,24935.060546875
"1471",564,193,29090.912109375
"1472",564,199,120519.5
"1473",564,469,153766.21875
"1474",564,518,45714.30078125
"1475",564,524,340779.125
"1476",564,534,3303897.75
"1477",564,578,8311.6904296875
"1478",564,664,8311.6904296875
"1479",566,111,11684583
"1480",566,112,237714.15625
"1481",566,128,4571.427734375
"1482",566,132,27428.56640625
"1483",566,134,118857.140625
"1484",566,136,141714.3125
"1485",566,138,54857.16015625
"1486",566,142,4571.427734375
"1487",566,144,22857.138671875
"1488",566,146,59428.59765625
"1489",566,156,402285.65625
"1490",566,158,649142.5625
"1491",566,184,41142.8515625
"1492",566,193,68571.453125
"1493",566,213,9142.859375
"1494",566,298,4571.427734375
"1495",566,469,9142.859375
"1496",566,524,27428.56640625
"1497",566,534,100571.4140625
"1498",566,578,41142.8515625
"1499",612,111,752207.4375
"1500",612,112,228571.5
"1501",612,122,8311.6904296875
"1502",612,128,54025.99609375
"1503",612,132,13805722
"1504",612,134,70649.3671875
"1505",612,136,149610.359375
"1506",612,138,149610.359375
"1507",612,144,58181.79296875
"1508",612,146,87272.6953125
"1509",612,156,20779.216796875
"1510",612,158,29090.912109375
"1511",612,172,33246.76171875
"1512",612,182,99740.2421875
"1513",612,184,4155.84326171875
"1514",612,213,8311.6904296875
"1515",612,223,132987.046875
"1516",612,243,12467.5361328125
"1517",612,299,8311.6904296875
"1518",612,534,4155.84326171875
"1519",612,686,220259.734375
"1520",636,111,1986493.5
"1521",636,112,727272.8125
"1522",636,128,16623.373046875
"1523",636,132,141298.671875
"1524",636,134,170389.640625
"1525",636,136,108051.9375
"1526",636,138,149610.359375
"1527",636,142,4155.84326171875
"1528",636,144,37402.58984375
"1529",636,146,149610.359375
"1530",636,156,83116.8671875
"1531",636,158,153766.21875
"1532",636,182,49870.14453125
"1533",636,193,4155.84326171875
"1534",636,199,311688.40625
"1535",636,213,4155.84326171875
"1536",636,369,4155.84326171875
"1537",636,534,45714.30078125
"1538",636,664,91428.5546875
"1539",644,111,99740.2421875
"1540",644,112,166233.8125
"1541",644,132,12467.5361328125
"1542",644,134,16623.373046875
"1543",644,136,83116.8671875
"1544",644,138,12467.5361328125
"1545",644,144,12467.5361328125
"1546",644,146,24935.060546875
"1547",644,158,87272.6953125
"1548",644,174,4155.84326171875
"1549",644,469,20779.216796875
"1550",644,534,336623.3125
"1551",644,664,12467.5361328125
"1552",652,111,311688.40625
"1553",652,112,3129350.5
"1554",652,128,16623.373046875
"1555",652,132,49870.14453125
"1556",652,134,132987.046875
"1557",652,136,74805.21875
"1558",652,138,332467.46875
"1559",652,142,16623.373046875
"1560",652,144,16623.373046875
"1561",652,146,8311.6904296875
"1562",652,156,45714.30078125
"1563",652,158,290908.96875
"1564",652,178,4155.84326171875
"1565",652,182,8311.6904296875
"1566",652,193,62337.6796875
"1567",652,199,78961.015625
"1568",652,223,4155.84326171875
"1569",652,369,20779.216796875
"1570",652,469,58181.79296875
"1571",652,534,124675.3046875
"1572",652,664,4155.84326171875
"1573",652,694,12467.5361328125
"1574",664,111,187012.953125
"1575",664,112,2277402.25
"1576",664,122,4155.84326171875
"1577",664,128,16623.373046875
"1578",664,132,62337.6796875
"1579",664,134,45714.30078125
"1580",664,136,62337.6796875
"1581",664,138,41558.453125
"1582",664,142,8311.6904296875
"1583",664,144,33246.76171875
"1584",664,146,8311.6904296875
"1585",664,156,20779.216796875
"1586",664,158,41558.453125
"1587",664,172,4155.84326171875
"1588",664,182,4155.84326171875
"1589",664,193,12467.5361328125
"1590",664,199,166233.8125
"1591",664,534,315844.0625
"1592",664,578,33246.76171875
"1593",664,636,4155.84326171875
"1594",686,111,1126234.25
"1595",686,112,228571.5
"1596",686,122,8311.6904296875
"1597",686,128,91428.5546875
"1598",686,132,8299220
"1599",686,134,116363.6484375
"1600",686,136,166233.8125
"1601",686,138,187012.953125
"1602",686,142,12467.5361328125
"1603",686,144,70649.3671875
"1604",686,146,66493.4921875
"1605",686,156,12467.5361328125
"1606",686,158,66493.4921875
"1607",686,172,24935.060546875
"1608",686,182,120519.5
"1609",686,184,58181.79296875
"1610",686,213,49870.14453125
"1611",686,223,74805.21875
"1612",686,243,4155.84326171875
"1613",686,273,16623.373046875
"1614",686,278,4155.84326171875
"1615",686,534,41558.453125
"1616",686,612,265973.96875
"1617",694,111,290908.96875
"1618",694,112,4305455.5
"1619",694,122,8311.6904296875
"1620",694,128,12467.5361328125
"1621",694,132,70649.3671875
"1622",694,134,162077.90625
"1623",694,136,141298.671875
"1624",694,138,191168.875
"1625",694,142,66493.4921875
"1626",694,144,29090.912109375
"1627",694,146,8311.6904296875
"1628",694,156,8311.6904296875
"1629",694,158,677402.3125
"1630",694,184,12467.5361328125
"1631",694,193,4155.84326171875
"1632",694,199,41558.453125
"1633",694,369,4155.84326171875
"1634",694,524,4155.84326171875
"1635",694,534,436363.46875
"1636",694,664,4155.84326171875
"1637",694,686,4155.84326171875
"1638",746,111,78961.015625
"1639",746,112,951688.5625
"1640",746,132,12467.5361328125
"1641",746,134,29090.912109375
"1642",746,136,99740.2421875
"1643",746,138,12467.5361328125
"1644",746,144,12467.5361328125
"1645",746,156,4155.84326171875
"1646",746,158,120519.5
"1647",746,199,33246.76171875
"1648",746,534,249350.71875
"1649",746,564,8311.6904296875
