node mean_tx_out median_tx_out mean_tx_in mean_tx_int count.mean_tx_all count.median_tx_all
31073 0 0 0.00013015749056358194 0.00013015749056358194 0.00013015749056358194 0.00013015749056358194
31074 1.9838829350357696e-06 1.9838829350357696e-06 1.974107604657315e-06 1.974107604657315e-06 5.506607929515419e-06 2.4547708471414192e-05
31075 0 0 0 0 0 0
31076 0 0 0 0 0.000361794500723589 0.000361794500723589
31077 0 0 0 0 0 0
31078 0 0 0 0 0 0
31079 0 0 0 0 0.0049261083743842365 0.0049261083743842365
31080 0 0 0 0 0 0
31081 0 0 0 0 0 0
31082 0 0 0 0 3.848225967828831e-05 3.848225967828831e-05
31083 0 0 0 0 0 0
31084 0 0 0 0 0 0
31085 0 0 0 0 0.007142857142857143 0.007142857142857143
31086 0 0 0 0 0 0
31087 0 0 0 0 0 0
31088 0 0 0 0 0.009523809523809525 0.009523809523809525
31089 0 0 0 0 0 0
31090 0 0 0 0 0.017857142857142856 0.017857142857142856
31091 0 0 2.770060082603192e-06 2.770060082603192e-06 2.770060082603192e-06 2.770060082603192e-06
31092 0 0 0 0 0 0
31093 0 0 0 0 0 0
31094 0 0 0 0 0.007633587786259542 0.007633587786259542
31095 0 0 0 0 0 0
31096 0 0 0 0 3.618507944434192e-06 3.618507944434192e-06
31097 0 0 0.008771929824561403 0.008771929824561403 7.041113059152391e-06 7.041113059152391e-06
31098 0 0 1.744074506862933e-05 1.744074506862933e-05 3.484563384207959e-05 3.484563384207959e-05
31099 0 0 0 0 5.0403987963527675e-06 5.0403987963527675e-06
31100 0 0 0 0 0 0
31101 0 0 0 0 0 0
31102 0 0 0 0 0 0
31103 0 0 0 0 0 0
31104 0 0 0 0 0 0
31105 0 0 0 0 0.004149377593360996 0.004149377593360996
31106 0 0 0 0 0 0
31107 0 0 0 0 0.0010482180293501049 0.0010482180293501049
31108 0 0 0 0 0 0
31109 0 0 0 0 5.791729410401946e-05 5.791729410401946e-05
31110 0 0 0 0 0 0
31111 0 0 0 0 0 0
31112 0 0 1.0 1.0 1.0 1.0
31113 0 0 0 0 0 0
31114 0 0 1.5431074789790184e-06 1.5431074789790184e-06 2.3146594325843865e-06 3.1748249084063016e-06
31115 0 0 0 0 0.001869158878504673 0.001869158878504673
31116 0 0 0 0 0.0008532423208191126 0.0008532423208191126
31117 0 0 0 0 0 0
31118 0 0 0 0 0 0
31119 0 0 0 0 0 0
31120 4.078087213973158e-06 4.078087213973158e-06 0 0 8.156141166491309e-06 8.156141166491309e-06
31121 0 0 0 0 0.0012285012285012285 0.0012285012285012285
31122 0 0 0 0 0 0
31123 0 0 0 0 0 0
31124 0 0 0 0 0 0
31125 0 0 0 0 0 0
31126 0 0 0 0 0 0
31127 0 0 0.0002295684113865932 0.0002295684113865932 0.0003313452617627568 0.0003313452617627568
31128 0 0 0 0 0 0
31129 0 0 0 0 8.181009749309319e-07 8.181009749309319e-07
31130 0 0 0 0 0.009433962264150943 0.009433962264150943
31131 0 0 0 0 0 0
31132 3.5706464298296564e-06 0.0016366612111292963 1.1551545885628144e-06 1.1551545885628144e-06 2.9300131205987537e-06 0.0016366612111292963
31133 0 0 0 0 0 0
31134 0 0 0 0 0.0033783783783783786 0.0033783783783783786
31135 0 0 0 0 1.2491412154144025e-06 1.2491412154144025e-06
31136 0 0 0 0 0.008 0.008
31137 0 0 0 0 0.010638297872340425 0.010638297872340425
31138 0 0 0 0 1.2444776305145916e-05 1.2444776305145916e-05
31139 0 0 0 0 0 0
31140 0 0 0 0 0 0
31141 0 0 0 0 0 0
31142 2.372760707082691e-05 2.372760707082691e-05 5.861075513217751e-07 5.861075513217751e-07 1.171972626235369e-06 4.745408816969582e-05
31143 0 0 3.3102213677437465e-07 3.3102213677437465e-07 3.3102213677437465e-07 3.3102213677437465e-07
31144 0 0 6.874227079092795e-07 6.874227079092795e-07 6.874227079092795e-07 6.874227079092795e-07
31145 0 0 0 0 0.0053475935828877 0.0053475935828877
31146 1.516504880870959e-06 1.8145362498979323e-06 2.2646837850339504e-06 2.63562602048145e-06 3.7685980312843883e-06 7.134041505853481e-06
31147 0 0 0 0 0 0
31148 0 0 0 0 0.0035335689045936395 0.0035335689045936395
31149 0 0 0 0 0 0
31150 0 0 1.5792046125408325e-06 2.3270560995049187e-06 1.8424048963752526e-06 2.9221395906082435e-06
31151 0 0 0 0 0.011235955056179775 0.011235955056179775
31152 0 0 0 0 0 0
31153 0 0 7.125191756723153e-07 7.125191756723153e-07 7.125191756723153e-07 7.125191756723153e-07
31154 0 0 2.9438475793477316e-06 2.9438475793477316e-06 2.9438475793477316e-06 2.9438475793477316e-06
31155 0 0 0 0 2.359497804487293e-06 2.359497804487293e-06
31156 0 0 0 0 0 0
31157 0 0 0 0 0 0
31158 0 0 0 0 0 0
31159 0 0 0 0 0 0
31160 1.3138204716878258e-06 1.3138204716878258e-06 1.971012969265338e-06 0.0002477700693756194 3.940415661313393e-06 0.0010065425264217413
31161 0 0 0 0 0 0
31162 0 0 2.585418343956817e-07 2.585418343956817e-07 2.585418343956817e-07 2.585418343956817e-07
31163 0 0 0 0 0 0
31164 0 0 0 0 0.005434782608695652 0.005434782608695652
31165 0 0 0.00016121231662098983 0.00016121231662098983 0.00016121231662098983 0.00016121231662098983
31166 0 0 0 0 0 0
31167 0 0 0 0 0.0078125 0.0078125
31168 0 0 1.2609497725877085e-06 1.2609497725877085e-06 1.2609497725877085e-06 1.2609497725877085e-06
31169 0 0 4.188758879121634e-06 6.362051634411065e-06 4.188758879121634e-06 6.362051634411065e-06
31170 0 0 0 0 0.017857142857142856 0.017857142857142856
31171 0 0 1.6383572192162918e-06 1.6383572192162918e-06 1.6383572192162918e-06 1.6383572192162918e-06
31172 0 0 0 0 0.006993006993006993 0.006993006993006993
31173 0 0 0 0 0 0
31174 0 0 0 0 0 0
31175 0 0 0 0 0 0
31176 0 0 0 0 0.010101010101010102 0.010101010101010102
31177 0 0 0 0 1.8135325801128018e-05 1.8135325801128018e-05
31178 0 0 0 0 0 0
31179 0 0 0 0 0 0
31180 0 0 0 0 0 0
31181 0 0 9.932396796603385e-07 8.365505673904224e-07 9.932396796603385e-07 8.365505673904224e-07
31182 0 0 0 0 0 0
31183 0 0 0 0 0 0
31184 0 0 0 0 0 0
31185 0 0 0 0 2.0061267109753185e-06 2.0061267109753185e-06
31186 0 0 0.0028328611898017 0.0028328611898017 0.0028328611898017 0.0028328611898017
31187 0 0 0 0 0 0
31188 0 0 0 0 0 0
31189 0 0 0 0 0.0011695906432748538 0.0011695906432748538
31190 0 0 3.317997548663411e-07 3.317997548663411e-07 3.317997548663411e-07 3.317997548663411e-07
31191 0 0 6.450027444866778e-07 6.450027444866778e-07 6.450027444866778e-07 6.450027444866778e-07
31192 0 0 0 0 0 0
31193 0 0 0 0 0 0
31194 0 0 0 0 4.7796577765032026e-05 4.7796577765032026e-05
31195 0 0 0 0 0.007936507936507936 0.007936507936507936
31196 0 0 0 0 0 0
31197 0 0 7.998074063765445e-07 7.998074063765445e-07 7.998074063765445e-07 7.998074063765445e-07
31198 0 0 0 0 1.1699956944158445e-06 1.1699956944158445e-06
31199 6.97953600044669e-07 6.97953600044669e-07 5.376820373745344e-06 1.2887594401628992e-05 4.961516206275864e-06 1.2724912834347084e-05
31200 0 0 5.580067552297788e-07 5.580067552297788e-07 1.1160128877168273e-06 1.1160128877168273e-06
31201 0 0 0 0 0.008130081300813009 0.008130081300813009
31202 0 0 0 0 0 0
31203 9.731403531137085e-07 9.731403531137085e-07 1.309322968732713e-06 1.309322968732713e-06 2.596203960379331e-06 3.418347639118203e-06
31204 0 0 0 0 0 0
31205 4.562728621220977e-07 4.562728621220977e-07 1.2619040933960458e-06 1.385333200341346e-06 1.7357198710128706e-06 2.0758796280438883e-06
31206 0 0 0 0 0 0
31207 0 0 0 0 0 0
31208 0 0 0 0 0 0
31209 0 0 0 0 1.5439532614468695e-06 1.5439532614468695e-06
31210 1.7505838197038713e-06 1.7505838197038713e-06 1.7492303386509936e-06 1.7492303386509936e-06 5.2456998375581614e-06 0.001519756838905775
31211 0 0 0 0 1.7319316233395106e-05 1.7319316233395106e-05
31212 0 0 0 0 0.008130081300813009 0.008130081300813009
31213 0 0 0 0 0.013157894736842105 0.013157894736842105
31214 0 0 0 0 0 0
31215 0 0 0 0 0.005649717514124294 0.005649717514124294
31216 0 0 0 0 0.0070921985815602835 0.0070921985815602835
31217 0 0 0 0 0 0
31218 0 0 0 0 0.001834862385321101 0.001834862385321101
31219 0 0 0 0 0.006756756756756757 0.006756756756756757
31220 1.537986734351754e-06 2.331018631831924e-06 1.5380348323875272e-06 2.333646041902948e-06 3.587896283144473e-06 0.001160092807424594
31221 0 0 0 0 2.8227058458238066e-05 2.8227058458238066e-05
31222 0 0 0 0 0 0
31223 2.268365823893151e-06 2.268365823893151e-06 1.5797831984527604e-06 1.8038852079609062e-06 2.1722006110202847e-06 2.6989679146694302e-06
31224 0 0 2.28956074777054e-06 2.28956074777054e-06 2.28956074777054e-06 2.28956074777054e-06
31225 0 0 0 0 0.011111111111111112 0.011111111111111112
31226 0 0 0 0 0.011627906976744186 0.011627906976744186
31227 0 0 6.285754155354928e-07 6.285754155354928e-07 6.285754155354928e-07 6.285754155354928e-07
31228 0 0 0 0 0.004347826086956522 0.004347826086956522
31229 0 0 0 0 0 0
31230 0 0 0 0 0.011494252873563218 0.011494252873563218
31231 6.417080728800692e-07 6.417080728800692e-07 6.417035432302843e-07 6.417035432302843e-07 1.9247240426903794e-06 0.0030959752321981426
31232 0 0 0 0 0 0
31233 0 0 0 0 0 0
31234 1.225377569463591e-05 1.225377569463591e-05 1.8380550926379766e-05 0.0019267822736030828 3.676042617587413e-05 1.0
31235 0 0 0 0 0.009009009009009009 0.009009009009009009
31236 0 0 0 0 0.007936507936507936 0.007936507936507936
31237 0 0 0 0 0.0025252525252525255 0.0025252525252525255
31238 0 0 0 0 0.008264462809917356 0.008264462809917356
31239 0 0 0 0 0.009433962264150943 0.009433962264150943
31240 0 0 0 0 0.008333333333333333 0.008333333333333333
31241 0 0 0 0 0.006172839506172839 0.006172839506172839
31242 0 0 0 0 0.009708737864077669 0.009708737864077669
31243 3.0649095744403703e-07 3.0649095744403703e-07 0 0 6.129817270147177e-07 6.129817270147177e-07
31244 0 0 1.6685326423383484e-06 1.6685326423383484e-06 1.6685326423383484e-06 1.6685326423383484e-06
31245 0 0 0 0 0 0
31246 0 0 0 0 0 0
31247 0 0 0.0006020469596628537 0.0006020469596628537 0.0006020469596628537 0.0006020469596628537
31248 0 0 0 0 0.009259259259259259 0.009259259259259259
31249 0 0 0 0 7.26593692440156e-07 7.26593692440156e-07
31250 0 0 0.00010566356720202873 0.00010566356720202873 0.00010566356720202873 0.00010566356720202873
31251 0 0 3.943777507848117e-07 3.943777507848117e-07 7.887551905021255e-07 7.887551905021255e-07
31252 0 0 0 0 7.599084462303982e-07 7.599084462303982e-07
31253 2.252226889336832e-06 2.252226889336832e-06 0 0 3.007261031761187e-06 3.007261031761187e-06
31254 0 0 0 0 0.010416666666666666 0.010416666666666666
31255 0 0 0 0 0.010416666666666666 0.010416666666666666
31256 0 0 0 0 0.02 0.02
31257 0 0 0 0 4.198646356414692e-06 4.198646356414692e-06
31258 3.649467214281387e-07 3.649467214281387e-07 0 0 3.649467214281387e-07 3.649467214281387e-07
31259 0 0 0 0 0 0
31260 0 0 0 0 0 0
31261 0 0 7.270720553854409e-07 7.270720553854409e-07 1.0905724014658748e-06 4.15679428025107e-05
31262 7.453230975627935e-06 7.453230975627935e-06 0 0 1.3514244013189903e-05 1.3514244013189903e-05
31263 0 0 0 0 8.738493588567254e-07 8.738493588567254e-07
31264 0 0 0 0 2.0746285377603142e-06 2.0746285377603142e-06
31265 0 0 0 0 3.532445512027977e-05 3.532445512027977e-05
31266 0.004273504273504274 0.004273504273504274 0 0 2.247645591243173e-05 2.247645591243173e-05
31267 1.0187345279693565e-05 1.0187345279693565e-05 1.6332943792623879e-06 1.6332943792623879e-06 3.1867202991693015e-06 3.3099430689792135e-06
31268 0 0 0 0 0 0
31269 0 0 0 0 0.004016064257028112 0.004016064257028112
31270 0 0 0 0 0.015151515151515152 0.015151515151515152
31271 0 0 0 0 2.2150361527125664e-07 2.2150361527125664e-07
31272 0 0 0 0 0 0
31273 0 0 0 0 0.0045045045045045045 0.0045045045045045045
31274 1.6835130202896989e-06 1.6835130202896989e-06 1.2468182756129202e-06 1.2468182756129202e-06 2.7865181563950034e-06 5.2557169060645715e-06
31275 0 0 0 0 2.1356190721888366e-07 2.1356190721888366e-07
31276 0 0 0 0 0.0078125 0.0078125
31277 0 0 0.0001345351809498184 0.0001345351809498184 0.0001345351809498184 0.0001345351809498184
31278 0 0 0 0 0 0
31279 0 0 0.25 0.25 0.25 0.25
31280 0 0 0 0 0 0
31281 0 0 0 0 5.952490790008625e-07 5.952490790008625e-07
31282 0 0 0 0 1.7616023535007442e-06 1.7616023535007442e-06
31283 0 0 0 0 0 0
31284 0 0 3.3108471630178374e-07 3.3108471630178374e-07 3.3108471630178374e-07 3.3108471630178374e-07
31285 0 0 0 0 1.129601431430934e-06 1.129601431430934e-06
31286 0 0 6.622295082184338e-07 6.622295082184338e-07 9.533827609329168e-07 8.166772018025699e-07
31287 2.2501389460799204e-06 2.2501389460799204e-06 1.2197427562527064e-05 1.2197427562527064e-05 8.231926291331987e-06 1.2198841110094542e-05
31288 0 0 0 0 0 0
31289 0 0 0 0 0 0
31290 0 0 0 0 0 0
31291 0.005208333333333333 0.005208333333333333 0.005208333333333333 0.005208333333333333 0.015463917525773198 1.0
31292 0.0013531799729364006 0.0013531799729364006 0 0 0.002702702702702703 0.002702702702702703
31293 0 0 0.0003169572107765452 0.0003169572107765452 2.320511347880619e-06 2.320511347880619e-06
31294 0 0 0 0 0.0018083182640144665 0.0018083182640144665
31295 0 0 0 0 0 0
31296 0 0 0 0 2.6160205096007953e-05 2.6160205096007953e-05
31297 0 0 0 0 0 0
31298 0 0 0 0 0.006535947712418301 0.006535947712418301
31299 0 0 0 0 0.0018115942028985507 0.0018115942028985507
31300 0 0 0 0 0 0
31301 0 0 0 0 0 0
31302 0 0 0 0 8.405402656611563e-07 8.405402656611563e-07
31303 0 0 0 0 0 0
31304 0 0 8.765355807705624e-07 8.765355807705624e-07 8.765355807705624e-07 8.765355807705624e-07
31305 0 0 0 0 8.063865817272801e-05 8.063865817272801e-05
31306 1.7598569588263865e-06 1.7598569588263865e-06 0 0 1.395687047884627e-06 1.395687047884627e-06
31307 0 0 0 0 0 0
31308 0 0 0 0 0 0
31309 0 0 9.302654419412035e-07 8.452513777597458e-07 1.2403535379689273e-06 1.3134994910189472e-06
31310 0 0 0 0 4.0726130618475163e-07 4.0726130618475163e-07
31311 0 0 0 0 3.9769337840524954e-06 3.9769337840524954e-06
31312 0 0 0 0 0.0078125 0.0078125
31313 0 0 3.3713282021718095e-06 3.3713282021718095e-06 3.3713282021718095e-06 3.3713282021718095e-06
31314 0 0 0 0 0 0
31315 0 0 0.00029036004645760743 0.00029036004645760743 0.00029036004645760743 0.00029036004645760743
31316 0 0 0 0 0 0
31317 0 0 1.2318102683703971e-06 1.6380901834169578e-06 1.3895803015875607e-06 1.646488944649981e-06
31318 0 0 0 0 0 0
31319 0 0 0 0 0 0
31320 0 0 0 0 0.0005032712632108706 0.0005032712632108706
31321 0 0 0 0 3.0184123151222456e-05 3.0184123151222456e-05
31322 0 0 0 0 0 0
31323 0 0 0 0 3.5055984407098134e-06 3.5055984407098134e-06
31324 0 0 0 0 0.009259259259259259 0.009259259259259259
31325 0 0 0 0 0 0
31326 0 0 0 0 1.2059031370364207e-06 1.2059031370364207e-06
31327 1.1907738839471772e-05 1.1907738839471772e-05 0 0 3.301038176506511e-06 3.301038176506511e-06
31328 0 0 0 0 0 0
31329 0 0 0 0 0.01 0.01
31330 0 0 0 0 0 0
31331 0 0 0 0 0 0
31332 0 0 0 0 0 0
31333 0 0 0 0 0.005649717514124294 0.005649717514124294
31334 0 0 0 0 0 0
31335 0 0 0 0 0 0
31336 0 0 0 0 0 0
31337 0 0 0 0 0 0
31338 0 0 0 0 0 0
31339 0 0 0 0 0 0
31340 0 0 5.920838390716126e-07 5.920838390716126e-07 5.920838390716126e-07 5.920838390716126e-07
31341 0 0 0 0 0.0032679738562091504 0.0032679738562091504
31342 0 0 0 0 0.011627906976744186 0.011627906976744186
31343 0 0 0 0 0 0
31344 0 0 0 0 7.82680838407714e-06 7.82680838407714e-06
31345 0 0 0 0 0 0
31346 0 0 0 0 0 0
31347 0 0 0 0 0 0
31348 0 0 0 0 2.9706205626355346e-05 2.9706205626355346e-05
31349 0 0 2.6179895149519927e-07 2.6179895149519927e-07 2.6179895149519927e-07 2.6179895149519927e-07
31350 0 0 4.549627794950095e-07 4.549627794950095e-07 6.462791447658821e-07 6.462791447658821e-07
31351 0 0 0 0 0 0
31352 0 0 0 0 0.00012532898859506203 0.00012532898859506203
31353 0 0 0 0 0 0
31354 0 0 0 0 0 0
31355 0 0 0 0 0.013333333333333334 0.013333333333333334
31356 0 0 0 0 7.25531451788435e-07 7.25531451788435e-07
31357 0 0 1.9999405017700723e-06 1.7823961642834544e-06 1.9999405017700723e-06 1.7823961642834544e-06
31358 0 0 0 0 0.012195121951219513 0.012195121951219513
31359 0 0 0 0 0.0078125 0.0078125
31360 0 0 0 0 0.005847953216374269 0.005847953216374269
31361 0 0 2.8082630331487368e-06 2.8082630331487368e-06 2.8082630331487368e-06 2.8082630331487368e-06
31362 0 0 2.7598670075286413e-07 2.7598670075286413e-07 2.7598670075286413e-07 2.7598670075286413e-07
31363 0 0 0 0 0 0
31364 0.00039077764751856197 0.00039077764751856197 0 0 0.00078125 0.00078125
31365 0 0 0 0 0 0
31366 0 0 0 0 0 0
31367 0 0 0 0 0 0
31368 0 0 0.003205128205128205 0.003205128205128205 0.003205128205128205 0.003205128205128205
31369 0 0 0 0 0.00819672131147541 0.00819672131147541
31370 0 0 2.7313449142357696e-05 2.7313449142357696e-05 5.2391680201184054e-05 5.2391680201184054e-05
31371 0 0 2.533640410551092e-06 2.533640410551092e-06 2.533640410551092e-06 2.533640410551092e-06
31372 0 0 0 0 0.01020408163265306 0.01020408163265306
31373 0 0 0.009900990099009901 0.009900990099009901 8.55806088033349e-07 8.55806088033349e-07
31374 0 0 0 0 0 0
31375 0 0 7.683105695716745e-07 7.683105695716745e-07 7.683105695716745e-07 7.683105695716745e-07
31376 0 0 0 0 0.005050505050505051 0.005050505050505051
31377 0 0 0 0 0.007462686567164179 0.007462686567164179
31378 0 0 3.419924686418556e-07 3.419924686418556e-07 3.419924686418556e-07 3.419924686418556e-07
31379 0 0 0 0 0.002638522427440633 0.002638522427440633
31380 0 0 0 0 0.008771929824561403 0.008771929824561403
31381 0 0 0 0 2.3858376676050962e-06 2.3858376676050962e-06
31382 0 0 0 0 1.2809148806443514e-06 1.2809148806443514e-06
31383 0 0 0 0 0.008333333333333333 0.008333333333333333
31384 0 0 0 0 0.013157894736842105 0.013157894736842105
31385 0 0 3.224246332419797e-05 3.224246332419797e-05 6.424877124225e-05 6.424877124225e-05
31386 0 0 2.529852256628213e-05 2.529852256628213e-05 5.052291214065579e-05 5.052291214065579e-05
31387 0 0 0.0055248618784530384 0.0055248618784530384 0.0055248618784530384 0.0055248618784530384
31388 0 0 0 0 0 0
31389 0 0 0 0 0.009523809523809525 0.009523809523809525
31390 0 0 0 0 0 0
31391 0 0 0 0 0 0
31392 0 0 0 0 0 0
31393 0 0 0 0 0.007042253521126761 0.007042253521126761
31394 0 0 2.4208825327273056e-07 2.4208825327273056e-07 2.4208825327273056e-07 2.4208825327273056e-07
31395 0 0 0 0 0 0
31396 0 0 0 0 0.00011169440411035407 0.00011169440411035407
31397 0 0 4.3332850894260046e-07 4.3332850894260046e-07 8.66118442563139e-07 8.66118442563139e-07
31398 0 0 0 0 0 0
31399 3.523517719015569e-06 2.658089896600303e-05 3.523517719015569e-06 2.658089896600303e-05 7.550364707783269e-06 1.0
31400 0 0 2.2046341409643068e-05 2.2046341409643068e-05 4.389815627743635e-05 4.389815627743635e-05
31401 0 0 0 0 0.0051813471502590676 0.0051813471502590676
31402 0 0 0 0 0.011764705882352941 0.011764705882352941
31403 0 0 0 0 0.005847953216374269 0.005847953216374269
31404 0 0 0 0 0 0
31405 6.884136539964134e-07 6.884136539964134e-07 6.884691063257919e-07 6.884691063257919e-07 2.0641808882996034e-06 0.001160092807424594
31406 0 0 0 0 0.0136986301369863 0.0136986301369863
31407 0 0 0.00012348728081007656 0.00012348728081007656 0.0002469440671687863 0.0002469440671687863
31408 0 0 0 0 0.007407407407407408 0.007407407407407408
31409 0 0 0 0 0 0
31410 0 0 0 0 0 0
31411 0 0 0 0 0 0
31412 0 0 0 0 0.0070921985815602835 0.0070921985815602835
31413 0 0 0 0 4.8711578742267036e-05 4.8711578742267036e-05
31414 0 0 0 0 0 0
31415 0 0 2.6365745623286227e-05 2.6365745623286227e-05 5.266068090260407e-05 5.266068090260407e-05
31416 0 0 0 0 0.009433962264150943 0.009433962264150943
31417 0 0 0 0 0 0
31418 0 0 3.105897758194057e-07 3.105897758194057e-07 3.105897758194057e-07 3.105897758194057e-07
31419 0 0 0 0 0 0
31420 0 0 0 0 0.013333333333333334 0.013333333333333334
31421 0 0 0 0 0.005917159763313609 0.005917159763313609
31422 0 0 0 0 0 0
31423 0 0 0 0 0 0
31424 0 0 0 0 0.008547008547008548 0.008547008547008548
31425 0 0 0.004273504273504274 0.004273504273504274 0.004273504273504274 0.004273504273504274
31426 0 0 0 0 0 0
31427 0 0 0 0 0.01020408163265306 0.01020408163265306
31428 0 0 0 0 0 0
31429 0 0 0 0 0 0
31430 0 0 0 0 0 0
31431 3.4577429237291064e-06 3.4577429237291064e-06 9.660510345440529e-07 9.660510345440529e-07 2.8291450983646596e-06 3.7884671483071236e-06
31432 7.607262399837711e-06 1.2724750913000878e-05 7.605668081884314e-06 1.2748760183072197e-05 1.60525035146534e-05 0.0035842293906810036
31433 0 0 0 0 0 0
31434 1.23730984094382e-05 1.23730984094382e-05 1.23730984094382e-05 1.23730984094382e-05 3.0932171933384476e-05 1.0
31435 0 0 0 0 0.005952380952380952 0.005952380952380952
31436 0 0 0 0 0 0
31437 0 0 0 0 0 0
31438 0 0 0 0 0 0
31439 0 0 0 0 0 0
31440 0 0 0 0 2.467149899093569e-06 2.467149899093569e-06
31441 0 0 0 0 0 0
31442 0 0 0 0 0 0
31443 0 0 0 0 0.0072992700729927005 0.0072992700729927005
31444 0 0 0 0 0 0
31445 0 0 0 0 0 0
31446 2.0609420566140783e-06 2.0609420566140783e-06 2.061073736974014e-06 2.061073736974014e-06 6.180724380897441e-06 0.005128205128205128
31447 0 0 0 0 0.01282051282051282 0.01282051282051282
31448 0 0 0 0 0 0
31449 0 0 0 0 0.00026476039184537993 0.00026476039184537993
31450 0 0 0 0 6.275021648824688e-06 6.275021648824688e-06
31451 0 0 0 0 0.007042253521126761 0.007042253521126761
31452 0 0 0.00011542012927054478 0.00011542012927054478 0.00022859755400617213 0.00022859755400617213
31453 0 0 0 0 0 0
31454 0 0 0 0 0 0
31455 0 0 0 0 0.00847457627118644 0.00847457627118644
31456 0 0 0 0 0 0
31457 0 0 0 0 0.008928571428571428 0.008928571428571428
31458 0 0 0 0 0 0
31459 0 0 0 0 0.006172839506172839 0.006172839506172839
31460 0 0 0 0 0.02702702702702703 0.02702702702702703
31461 3.5888576020258384e-07 3.5888576020258384e-07 3.5900571213988584e-07 3.5900571213988584e-07 1.0687384041883147e-06 4.6347793845012975e-05
31462 0 0 0.0045871559633027525 0.0045871559633027525 6.90055642636744e-07 6.90055642636744e-07
31463 0 0 0 0 0 0
31464 0 0 0 0 6.924311048361466e-07 6.924311048361466e-07
31465 0 0 0 0 0 0
31466 0 0 4.024258228602013e-07 4.024258228602013e-07 4.024258228602013e-07 4.024258228602013e-07
31467 0 0 0 0 0.010752688172043012 0.010752688172043012
31468 0 0 5.799031097884166e-07 5.799031097884166e-07 1.1598055470019897e-06 1.1598055470019897e-06
31469 0 0 5.044841069849356e-07 5.044841069849356e-07 5.044841069849356e-07 5.044841069849356e-07
31470 0 0 0 0 0.006896551724137931 0.006896551724137931
31471 0 0 0 0 0.009345794392523364 0.009345794392523364
31472 0 0 0 0 0 0
31473 0 0 0 0 0.008403361344537815 0.008403361344537815
31474 0 0 1.6118789027617934e-06 1.6118789027617934e-06 1.6118789027617934e-06 1.6118789027617934e-06
31475 0 0 0 0 0.0016474464579901153 0.0016474464579901153
31476 0 0 0 0 0.00819672131147541 0.00819672131147541
31477 0 0 0 0 0 0
31478 8.667494123438984e-07 8.667494123438984e-07 2.0792285895594447e-06 1.6653815472393802e-06 2.787113502012097e-06 2.2327558682406108e-06
31479 0 0 0 0 0 0
31480 0 0 2.688746654190882e-07 2.688746654190882e-07 2.688746654190882e-07 2.688746654190882e-07
31481 0 0 0.011111111111111112 0.011111111111111112 0.011111111111111112 0.011111111111111112
31482 0 0 0 0 0 0
31483 0 0 0 0 0 0
31484 0 0 0 0 0.001091703056768559 0.001091703056768559
31485 0 0 0 0 0 0
31486 0 0 0 0 0 0
31487 0 0 0 0 0 0
31488 0 0 0 0 0 0
31489 7.180811149214623e-07 8.909598756220013e-07 7.101319496175584e-07 8.570427055809764e-07 1.6546566173854772e-06 1.8982175736982972e-05
31490 0 0 0 0 1.6378514010180884e-06 1.6378514010180884e-06
31491 0 0 0 0 0 0
31492 0 0 0 0 0 0
31493 0 0 0 0 4.2428973897695254e-06 4.2428973897695254e-06
31494 0 0 0 0 6.070171178827243e-05 6.070171178827243e-05
31495 5.72041473006793e-06 5.72041473006793e-06 0 0 5.72041473006793e-06 5.72041473006793e-06
31496 0 0 0 0 0 0
31497 0 0 0 0 0.0008741258741258741 0.0008741258741258741
31498 0 0 9.445577651385454e-07 8.321329815075087e-07 9.445577651385454e-07 8.321329815075087e-07
31499 0 0 0 0 8.492424757116652e-06 8.492424757116652e-06
31500 0 0 0 0 4.374414922004182e-06 4.374414922004182e-06
31501 0 0 0 0 0.009615384615384616 0.009615384615384616
31502 0 0 0 0 0 0
31503 4.601145133000701e-07 4.601145133000701e-07 9.418106969917154e-07 9.418106969917154e-07 1.5454857712920608e-06 2.2748987670048682e-06
31504 0 0 0 0 0.008130081300813009 0.008130081300813009
31505 0 0 0 0 0 0
31506 0 0 0 0 0.006329113924050633 0.006329113924050633
31507 0 0 0.0078125 0.0078125 3.4045508631387577e-06 3.4045508631387577e-06
31508 0 0 0 0 0 0
31509 0 0 0 0 0 0
31510 0 0 0 0 0 0
31511 9.394196453315071e-07 9.394196453315071e-07 0 0 1.835426484286455e-06 1.835426484286455e-06
31512 0 0 0 0 0 0
31513 0 0 0 0 0.0018181818181818182 0.0018181818181818182
31514 0 0 1.3243910449975101e-06 1.6516244965642081e-06 1.3243910449975101e-06 1.6516244965642081e-06
31515 0 0 0.0008438818565400844 0.0008438818565400844 0.0008438818565400844 0.0008438818565400844
31516 0 0 0 0 0.002070393374741201 0.002070393374741201
31517 0 0 0 0 0 0
31518 0 0 0 0 0 0
31519 0 0 0 0 0.00012784454103809768 0.00012784454103809768
31520 0 0 0 0 0 0
31521 0 0 0 0 0 0
31522 0 0 0 0 0 0
31523 0 0 0 0 0 0
31524 0 0 3.4934485612406774e-07 3.4934485612406774e-07 3.4934485612406774e-07 3.4934485612406774e-07
31525 0 0 0 0 0 0
31526 0 0 0 0 0 0
31527 0 0 0 0 0.010638297872340425 0.010638297872340425
31528 0 0 0 0 0.0007434944237918215 0.0007434944237918215
31529 0 0 0 0 0.009433962264150943 0.009433962264150943
31530 0 0 3.124023742580444e-05 3.124023742580444e-05 6.232471174820816e-05 6.232471174820816e-05
