node mean_tx_out median_tx_out mean_tx_in mean_tx_int count.mean_tx_all count.median_tx_all
3929 7.470664760359107e-05 0.0007127583749109052 5.9395231500729946e-05 0.0006053268765133172 0.00013422685515304252 0.0032
3930 0 0 0 0 0 0
3931 0 0 0 0 9.401482801867511e-07 9.401482801867511e-07
3932 0 0 0 0 3.0584481678672096e-07 3.0584481678672096e-07
3933 0 0 0 0 0 0
3934 0 0 0 0 0 0
3935 0 0 0 0 0.0008163265306122449 0.0008163265306122449
3936 0 0 0 0 0 0
3937 0 0 8.661360717091376e-07 2.7723332233641154e-06 8.661360717091376e-07 2.7723332233641154e-06
3938 0 0 0 0 0 0
3939 0 0 0 0 4.119357561472143e-07 4.119357561472143e-07
3940 0 0 0 0 2.706433191696663e-05 2.706433191696663e-05
3941 0 0 0 0 4.2137997728761925e-07 4.2137997728761925e-07
3942 0 0 0 0 0 0
3943 0 0 0 0 0 0
3944 0 0 0 0 1.0060564598885289e-05 1.0060564598885289e-05
3945 0 0 0 0 0.01020408163265306 0.01020408163265306
3946 0 0 0 0 0 0
3947 0 0 0 0 2.842201000454752e-05 2.842201000454752e-05
3948 0 0 0 0 0 0
3949 0 0 0.058823529411764705 0.058823529411764705 0.058823529411764705 0.058823529411764705
3950 0 0 0 0 0 0
3951 0 0 0 0 0 0
3952 0 0 0 0 0 0
3953 0 0 0 0 0 0
3954 0 0 0 0 0 0
3955 0 0 0 0 0 0
3956 0 0 8.053530204563694e-07 8.053530204563694e-07 8.053530204563694e-07 8.053530204563694e-07
3957 0 0 0 0 0 0
3958 0 0 0 0 0 0
3959 0 0 0 0 0.009345794392523364 0.009345794392523364
3960 0.001697792869269949 0.001697792869269949 4.4863358547288557e-07 4.4863358547288557e-07 8.972667684017637e-07 2.435801409111115e-06
3961 0 0 0 0 0 0
3962 0 0 0 0 0 0
3963 0 0 0 0 0 0
3964 2.21370437970343e-06 2.21370437970343e-06 2.21370437970343e-06 2.21370437970343e-06 5.534242572493043e-06 1.0
3965 0 0 0 0 0 0
3966 0 0 0 0 0.001440922190201729 0.001440922190201729
3967 0 0 0 0 0.005813953488372093 0.005813953488372093
3968 0 0 0 0 0.00017126220243192326 0.00017126220243192326
3969 0 0 1.6521006459713525e-05 1.6521006459713525e-05 3.295870274545994e-05 3.295870274545994e-05
3970 0 0 0 0 0.005405405405405406 0.005405405405405406
3971 0.000657030223390276 0.000657030223390276 0 0 2.821670428893905e-05 2.821670428893905e-05
3972 0 0 0 0 0.008771929824561403 0.008771929824561403
3973 0 0 0.02631578947368421 0.02631578947368421 1.2917893866583992e-06 1.2917893866583992e-06
3974 0 0 0 0 0.001182033096926714 0.001182033096926714
3975 0 0 0 0 3.6218630138970883e-06 3.6218630138970883e-06
3976 1.4513731925565842e-06 1.1901928112354201e-05 1.451272088361185e-06 1.188297644794068e-05 3.3860705763527474e-06 0.001658374792703151
3977 0 0 0 0 0 0
3978 0 0 0 0 9.268957334989387e-07 9.268957334989387e-07
3979 0 0 0 0 0.0040650406504065045 0.0040650406504065045
3980 0 0 0.00411522633744856 0.00411522633744856 0.00411522633744856 0.00411522633744856
3981 0 0 0 0 0 0
3982 0 0 0 0 0 0
3983 3.349564204949115e-07 3.349564204949115e-07 3.6478750033742845e-07 3.6478750033742845e-07 8.914459520776486e-07 1.6025743754767659e-06
3984 0 0 0 0 0 0
3985 0 0 0 0 0 0
3986 0 0 0 0 0 0
3987 0 0 0 0 1.7971163471094282e-06 1.7971163471094282e-06
3988 0 0 0 0 0.015151515151515152 0.015151515151515152
3989 0 0 0 0 0 0
3990 0 0 0 0 0.0078125 0.0078125
3991 0 0 0 0 0.0004351610095735422 0.0004351610095735422
3992 0 0 0 0 0 0
3993 0 0 0 0 2.2044883382566904e-06 2.2044883382566904e-06
3994 0 0 0 0 0 0
3995 0 0 0 0 0 0
3996 0 0 0 0 0 0
3997 0 0 0 0 0.002881844380403458 0.002881844380403458
3998 0 0 0 0 1.2275134873044419e-06 1.2275134873044419e-06
3999 0 0 0 0 0 0
4000 0 0 0 0 0 0
4001 0 0 0 0 0 0
4002 2.002683596018665e-05 2.002683596018665e-05 0 0 2.6940864801760134e-05 8.703977717817043e-05
4003 0 0 0 0 0.0036496350364963502 0.0036496350364963502
4004 0 0 2.431620796842135e-06 8.592172530824419e-06 2.431620796842135e-06 8.592172530824419e-06
4005 2.330858350241768e-06 2.330858350241768e-06 9.590838064214018e-07 1.9425604306267964e-06 1.6783954539460276e-06 0.0006257822277847309
4006 0 0 0 0 0 0
4007 0 0 0 0 0 0
4008 0.0005711022272986865 0.0005711022272986865 0 0 0.00016519368960105725 0.00016519368960105725
4009 0 0 0 0 0.012195121951219513 0.012195121951219513
4010 0 0 0.00045829514207149406 0.00045829514207149406 0.00045829514207149406 0.00045829514207149406
4011 0 0 0 0 0 0
4012 0 0 0 0 0.0036101083032490976 0.0036101083032490976
4013 0 0 0 0 0.0047169811320754715 0.0047169811320754715
4014 0 0 0 0 0 0
4015 0 0 0 0 0 0
4016 0 0 1.6493792090095688e-06 1.6436500866203595e-06 1.6493792090095688e-06 1.6436500866203595e-06
4017 0 0 0 0 0.011904761904761904 0.011904761904761904
4018 0 0 0 0 0.008547008547008548 0.008547008547008548
4019 0 0 7.788547175035525e-07 7.788547175035525e-07 1.1682816212945028e-06 2.4094817927508333e-06
4020 2.3392852547832533e-06 2.3392852547832533e-06 2.339679323551914e-06 2.339679323551914e-06 7.016788836756746e-06 0.007352941176470588
4021 0 0 0.005050505050505051 0.005050505050505051 0.005050505050505051 0.005050505050505051
4022 0 0 0 0 0 0
4023 3.551348233843496e-07 3.551348233843496e-07 3.5510052185572693e-07 3.5510052185572693e-07 1.065184308840959e-06 0.0017211703958691911
4024 0 0 0 0 6.753653726666126e-07 6.753653726666126e-07
4025 0 0 0 0 0.006666666666666667 0.006666666666666667
4026 2.201566634817336e-06 4.5639176669252884e-05 7.638792077808736e-06 0.0003639672429481347 9.912227227896973e-06 0.0004901960784313725
4027 0 0 1.0303913941710758e-05 1.0303913941710758e-05 4.1495899513529736e-06 5.2020745873454335e-06
4028 0 0 0 0 0.0008071025020177562 0.0008071025020177562
4029 0 0 0 0 0.009345794392523364 0.009345794392523364
4030 1.190582492484448e-06 1.190582492484448e-06 1.1904988666450789e-06 1.1904988666450789e-06 3.5714753407485102e-06 0.015873015873015872
4031 0 0 7.069219440353461e-07 8.332458425198688e-07 7.069219440353461e-07 8.332458425198688e-07
4032 0 0 0 0 0 0
4033 0 0 0 0 0 0
4034 0 0 0 0 0 0
4035 0 0 0 0 0 0
4036 0 0 0 0 0 0
4037 0 0 0 0 0 0
4038 0 0 2.6864388566516225e-05 2.6864388566516225e-05 5.3430220132506944e-05 5.3430220132506944e-05
4039 0 0 0 0 0.009259259259259259 0.009259259259259259
4040 0 0 0 0 0 0
4041 0 0 0 0 0 0
4042 0 0 0 0 0 0
4043 0 0 0 0 0 0
4044 0 0 0 0 0.006756756756756757 0.006756756756756757
4045 0 0 0 0 0 0
4046 0 0 0 0 0 0
4047 0 0 0 0 0 0
4048 0 0 0 0 0 0
4049 0 0 0 0 0 0
4050 0 0 0 0 0.00819672131147541 0.00819672131147541
4051 2.5162018235417857e-07 2.5162018235417857e-07 2.5241013820464707e-07 2.5241013820464707e-07 7.504585301619288e-07 2.797281042826373e-05
4052 0 0 0 0 0 0
4053 0 0 0 0 0 0
4054 0 0 0 0 0 0
4055 0 0 1.8789536708272337e-07 1.8789536708272337e-07 3.757620689609822e-07 3.757620689609822e-07
4056 0 0 0 0 0 0
4057 0 0 0 0 0 0
4058 0 0 0 0 0 0
4059 0 0 0 0 0 0
4060 0 0 0.002531645569620253 0.002531645569620253 0.002531645569620253 0.002531645569620253
4061 0 0 1.6358847682769225e-05 1.6358847682769225e-05 1.6358847682769225e-05 1.6358847682769225e-05
4062 1.4505850934974622e-06 1.4505850934974622e-06 5.3810800150455e-07 5.3810800150455e-07 1.076215423888969e-06 2.8860736843472353e-06
4063 9.617659561780959e-07 9.617659561780959e-07 3.822366962517869e-06 0.0022026431718061676 5.43858074796801e-06 3.482682361955178e-05
4064 0 0 0 0 0.005813953488372093 0.005813953488372093
4065 0 0 0 0 0 0
4066 0 0 0 0 0 0
4067 4.281243444345976e-06 4.281243444345976e-06 0.005649717514124294 0.005649717514124294 7.658101505582756e-06 6.3295946527584375e-06
4068 0 0 0 0 0 0
4069 0 0 0 0 6.546044879683695e-06 6.546044879683695e-06
4070 0 0 0 0 0.005434782608695652 0.005434782608695652
4071 0 0 0 0 0 0
4072 0 0 1.0304006841860542e-06 1.64370952365298e-06 1.0304006841860542e-06 1.64370952365298e-06
4073 0 0 0 0 0 0
4074 0 0 0 0 1.207935167703679e-06 1.207935167703679e-06
4075 0 0 0 0 0 0
4076 0 0 0 0 0.006666666666666667 0.006666666666666667
4077 0 0 0 0 0 0
4078 0 0 0 0 0.005649717514124294 0.005649717514124294
4079 0 0 0 0 0.005952380952380952 0.005952380952380952
4080 0 0 0 0 0 0
4081 0 0 0 0 0.004739336492890996 0.004739336492890996
4082 0 0 2.6784518548279094e-05 2.6784518548279094e-05 5.3046176696814576e-05 5.3046176696814576e-05
4083 0 0 0 0 0 0
4084 0 0 1.8199057652794738e-06 1.8199057652794738e-06 3.6398049064570137e-06 3.6398049064570137e-06
4085 0 0 1.3318425575639001e-06 1.3318425575639001e-06 1.3318425575639001e-06 1.3318425575639001e-06
4086 0 0 0 0 0 0
4087 0 0 0 0 0 0
4088 0 0 0 0 0 0
4089 0 0 0 0 0 0
4090 0 0 0 0 0 0
4091 2.821246127487034e-07 2.821246127487034e-07 5.642503398197672e-07 5.642503398197672e-07 1.128468842693136e-06 0.010526315789473684
4092 0 0 0 0 8.672590624235728e-07 8.672590624235728e-07
4093 0 0 0 0 0 0
4094 0 0 0 0 1.7093841772563016e-06 1.7093841772563016e-06
4095 4.4365808513621193e-07 4.4365808513621193e-07 0 0 4.4365808513621193e-07 4.4365808513621193e-07
4096 0 0 1.9953090284740576e-06 1.9953090284740576e-06 1.5784754873279988e-06 1.1133167152258308e-06
4097 0 0 0 0 0 0
4098 0 0 0 0 0.00819672131147541 0.00819672131147541
4099 0 0 0 0 0 0
4100 0 0 0 0 0.010101010101010102 0.010101010101010102
4101 5.227208456368752e-07 5.227208456368752e-07 5.226812292626222e-07 5.226812292626222e-07 1.5678863428737474e-06 0.002976190476190476
4102 0 0 0 0 0 0
4103 0 0 0 0 0.005813953488372093 0.005813953488372093
4104 0 0 0 0 0 0
4105 0 0 0 0 0.011111111111111112 0.011111111111111112
4106 0 0 0 0 0.008771929824561403 0.008771929824561403
4107 0 0 0 0 1.630066245892233e-06 1.630066245892233e-06
4108 0 0 0 0 0 0
4109 0 0 0 0 0 0
4110 0 0 0 0 0.007575757575757576 0.007575757575757576
4111 0 0 0 0 0 0
4112 0 0 0 0 0 0
4113 0 0 0 0 0 0
4114 5.939547287705731e-06 5.939547287705731e-06 5.937219837438921e-06 5.937219837438921e-06 1.7750639023004828e-05 0.0015527950310559005
4115 0 0 8.765010079761592e-06 8.765010079761592e-06 1.2913723413871922e-05 1.2913723413871922e-05
4116 0 0 0 0 0 0
4117 0 0 0 0 0 0
4118 0 0 0 0 0 0
4119 0 0 0 0 0 0
4120 0 0 0 0 0.006134969325153374 0.006134969325153374
4121 1.6451657216560567e-06 1.6451657216560567e-06 3.2342127966480617e-06 3.2887488612707067e-06 5.653039073806078e-06 4.6952765517889e-05
4122 0 0 0 0 5.946010227137591e-06 5.946010227137591e-06
4123 2.389357800357209e-05 4.6194710705624206e-05 1.464850902592298e-05 2.6518868174706302e-05 3.890142379211079e-05 0.0002957267484844004
4124 0 0 0 0 0.006944444444444444 0.006944444444444444
4125 0 0 0 0 0 0
4126 0 0 0 0 0 0
4127 0 0 0 0 0 0
4128 0 0 0 0 0 0
4129 0 0 0 0 0.008333333333333333 0.008333333333333333
4130 0 0 0 0 1.0 1.0
4131 0 0 0 0 0 0
4132 0 0 0 0 0.002688172043010753 0.002688172043010753
4133 0 0 0 0 0 0
4134 0 0 0 0 0 0
4135 0 0 0 0 0.011111111111111112 0.011111111111111112
4136 0 0 0.0005747126436781609 0.0005747126436781609 0.0011487650775416428 0.0011487650775416428
4137 0 0 0 0 0 0
4138 0 0 0 0 0 0
4139 0 0 0 0 0.0051813471502590676 0.0051813471502590676
4140 0 0 0 0 0 0
4141 0 0 0 0 0 0
4142 0 0 0 0 3.7047575013929886e-07 3.7047575013929886e-07
4143 0 0 1.1501391668391876e-05 1.1501391668391876e-05 1.1501391668391876e-05 1.1501391668391876e-05
4144 0 0 0 0 0.00641025641025641 0.00641025641025641
4145 1.721763085399449e-05 1.721763085399449e-05 0 0 2.584613794083819e-05 2.584613794083819e-05
4146 0 0 0 0 0 0
4147 2.260519184743756e-06 2.965423165885772e-06 2.8256473840721647e-06 1.4182184340032052e-05 5.651278799623173e-06 0.016
4148 0 0 0 0 0 0
4149 0 0 0 0 0 0
4150 0 0 0 0 0 0
4151 0 0 0 0 0.004273504273504274 0.004273504273504274
4152 0 0 0 0 0 0
4153 0 0 0 0 0 0
4154 0 0 5.794912819882809e-07 5.794912819882809e-07 5.794912819882809e-07 5.794912819882809e-07
4155 0 0 0 0 0.00641025641025641 0.00641025641025641
4156 5.668934240362812e-05 5.668934240362812e-05 0 0 0.00010584250635055038 0.00010584250635055038
4157 3.59668582438216e-06 5.585812037424941e-06 2.514777217820717e-06 4.287962403145649e-06 6.246858823830062e-06 1.1987101878378864e-05
4158 0 0 0 0 0 0
4159 0 0 0 0 3.664345914254306e-05 3.664345914254306e-05
4160 0 0 0 0 0 0
4161 0 0 0 0 0.006535947712418301 0.006535947712418301
4162 0 0 0 0 0.012658227848101266 0.012658227848101266
4163 0 0 1.0652576858342033e-05 1.0652576858342033e-05 2.1296986476413588e-05 2.1296986476413588e-05
4164 0 0 0 0 0 0
4165 0 0 0 0 0 0
4166 1.2675079821315176e-06 3.31389183457052e-05 1.51880969871372e-06 0.0002416626389560174 2.606369669601687e-06 3.31389183457052e-05
4167 0 0 0 0 0.007142857142857143 0.007142857142857143
4168 0 0 0 0 0 0
4169 0 0 0 0 0.0058823529411764705 0.0058823529411764705
4170 0 0 0.001644736842105263 0.001644736842105263 0.001644736842105263 0.001644736842105263
4171 0 0 0 0 0.0033222591362126247 0.0033222591362126247
4172 2.470099446203704e-06 3.350190374568035e-06 3.5927812402208984e-06 1.3846196449835231e-05 5.183123453855763e-06 4.181301220939956e-05
4173 0 0 0 0 0.09090909090909091 0.09090909090909091
4174 0 0 0 0 0 0
4175 0 0 0 0 0 0
4176 0 0 0 0 4.229581694370427e-05 4.229581694370427e-05
4177 0 0 0 0 6.2669206858518e-06 6.2669206858518e-06
4178 0 0 0 0 4.208754208754209e-05 4.208754208754209e-05
4179 0 0 0 0 0 0
4180 0 0 0 0 0 0
4181 0 0 0 0 0.008695652173913044 0.008695652173913044
4182 0 0 0 0 0 0
4183 0 0 0 0 1.062176633601108e-06 1.062176633601108e-06
4184 0 0 0 0 0 0
4185 0 0 0 0 0 0
4186 0 0 0 0 0.00980392156862745 0.00980392156862745
4187 0 0 0 0 0.010752688172043012 0.010752688172043012
4188 0 0 3.7385134175246555e-07 3.7385134175246555e-07 6.362936151435335e-07 6.362936151435335e-07
4189 2.0883257370484647e-06 2.6564446675857966e-06 2.0885518120971707e-06 3.7666769622503634e-06 4.523943667853448e-06 2.9718565187672738e-05
4190 0 0 0 0 0.015625 0.015625
4191 0 0 0 0 0 0
4192 0 0 0 0 4.922420196493169e-07 4.922420196493169e-07
4193 0 0 0 0 0 0
4194 0 0 0 0 0 0
4195 0 0 0 0 0 0
4196 0 0 0.002472187886279357 0.002472187886279357 0.002472187886279357 0.002472187886279357
4197 0 0 0 0 2.014902216795419e-06 2.014902216795419e-06
4198 0 0 0 0 0 0
4199 0 0 0.006493506493506494 0.006493506493506494 2.62782392528571e-06 2.62782392528571e-06
4200 0.015873015873015872 0.015873015873015872 0 0 0.006968641114982578 0.006968641114982578
4201 0 0 6.744047871949414e-07 6.744047871949414e-07 6.744047871949414e-07 6.744047871949414e-07
4202 0 0 0 0 0 0
4203 0 0 0 0 4.686474833630143e-05 4.686474833630143e-05
4204 0 0 0 0 0 0
4205 0 0 0 0 0 0
4206 0 0 0 0 0.010526315789473684 0.010526315789473684
4207 0 0 0 0 0.0014124293785310734 0.0014124293785310734
4208 0 0 0 0 3.266052648768698e-05 3.266052648768698e-05
4209 0 0 0 0 0.0006983240223463687 0.0006983240223463687
4210 0 0 0 0 6.473463976467664e-07 6.473463976467664e-07
4211 0 0 0 0 0 0
4212 0 0 0 0 0 0
4213 0 0 0 0 0 0
4214 0 0 0 0 0 0
4215 0 0 0 0 0 0
4216 0 0 0 0 0.007407407407407408 0.007407407407407408
4217 0 0 0 0 0.03225806451612903 0.03225806451612903
4218 0 0 0 0 0 0
4219 0 0 0 0 0.017241379310344827 0.017241379310344827
4220 0 0 0 0 0 0
4221 0 0 0 0 0 0
4222 0 0 0 0 0 0
4223 0 0 0 0 0 0
4224 0 0 0 0 0 0
4225 0 0 0 0 2.727419016110864e-06 2.727419016110864e-06
4226 7.967530718814686e-07 7.967530718814686e-07 7.966343790752827e-07 7.966343790752827e-07 2.329192546583851e-06 3.03905181583346e-05
4227 0 0 0 0 0.01020408163265306 0.01020408163265306
4228 0 0 0 0 0 0
4229 0 0 0 0 0.005154639175257732 0.005154639175257732
4230 0 0 8.369223352811306e-07 8.369223352811306e-07 1.6738432696854431e-06 1.6738432696854431e-06
4231 0 0 0 0 0.007633587786259542 0.007633587786259542
4232 0 0 0 0 0 0
4233 0 0 0 0 0.00022825838849577722 0.00022825838849577722
4234 0 0 0 0 0.0136986301369863 0.0136986301369863
4235 0.0008149959250203749 0.0008149959250203749 0 0 9.738098704394658e-07 9.738098704394658e-07
4236 0 0 0 0 0.008695652173913044 0.008695652173913044
4237 0 0 0 0 0 0
4238 3.420041755600707e-06 0.0029585798816568047 1.4472157017114774e-06 1.4472157017114774e-06 4.040843603810826e-06 0.0029585798816568047
4239 6.555830786632088e-06 8.21082104105e-06 1.1218232769355377e-05 2.1317416329140907e-05 1.7388153507106427e-05 2.210237821589603e-05
4240 0 0 0 0 0 0
4241 0 0 3.98293075196936e-07 3.98293075196936e-07 3.98293075196936e-07 3.98293075196936e-07
4242 0 0 0 0 0 0
4243 0 0 0 0 0.00048567265662943174 0.00048567265662943174
4244 0 0 0 0 0 0
4245 0 0 0 0 0 0
4246 0 0 0 0 0 0
4247 5.870939144780295e-06 5.870939144780295e-06 1.2639868039777665e-05 0.00015080681646810435 2.052484972877877e-05 0.00020296326364927948
4248 0 0 0 0 0 0
4249 0 0 0 0 0 0
4250 0 0 0 0 0 0
4251 0 0 0 0 0 0
4252 0 0 2.2163120567375888e-05 2.2163120567375888e-05 4.427227448810182e-05 4.427227448810182e-05
4253 0 0 0 0 0.0023923444976076554 0.0023923444976076554
4254 0 0 3.7423342959864586e-07 3.7423342959864586e-07 7.484665790960769e-07 7.484665790960769e-07
4255 0 0 0 0 0.00012528188423953897 0.00012528188423953897
4256 0 0 0 0 0.0002563445270443476 0.0002563445270443476
4257 0 0 0 0 0 0
4258 0 0 0 0 6.160670280926565e-05 6.160670280926565e-05
4259 0 0 2.5819777949909632e-05 2.5819777949909632e-05 5.1551706361480566e-05 5.1551706361480566e-05
4260 0 0 0.0002296211251435132 0.0002296211251435132 0.0002296211251435132 0.0002296211251435132
4261 0 0 0 0 0 0
4262 0 0 0 0 8.424599831508003e-06 8.424599831508003e-06
4263 0 0 3.9303093271349737e-07 3.9303093271349737e-07 3.9303093271349737e-07 3.9303093271349737e-07
4264 0 0 0 0 1.1601466425356166e-05 1.1601466425356166e-05
4265 0 0 0 0 0 0
4266 0 0 0 0 0 0
4267 0 0 1.7559324176731087e-06 9.70270899635178e-06 2.329967694997909e-06 1.796428699744907e-05
4268 0 0 0 0 0 0
4269 0 0 0 0 0 0
4270 0 0 0 0 0 0
4271 0 0 0 0 0 0
4272 0 0 0 0 0 0
4273 0 0 0 0 0 0
4274 0 0 0 0 0 0
4275 0 0 0 0 0 0
4276 0 0 0 0 0 0
4277 0 0 0 0 0 0
4278 3.0513303953090066e-07 3.0513303953090066e-07 0 0 3.0513303953090066e-07 3.0513303953090066e-07
4279 0 0 0 0 0 0
4280 0 0 0 0 0 0
4281 0 0 0 0 0.0053475935828877 0.0053475935828877
4282 0 0 0 0 0 0
4283 0 0 0 0 0 0
4284 0 0 0 0 5.581291510855612e-05 5.581291510855612e-05
4285 0 0 0 0 0.006097560975609756 0.006097560975609756
4286 0 0 0 0 0.007751937984496124 0.007751937984496124
4287 0 0 0 0 0 0
4288 0 0 0 0 0 0
4289 0 0 0 0 0 0
4290 0 0 0 0 0 0
4291 0 0 2.750521636428349e-07 2.750521636428349e-07 4.94891360211378e-07 4.94891360211378e-07
4292 0 0 2.9807396526603696e-07 2.9807396526603696e-07 5.961477528359494e-07 5.961477528359494e-07
4293 0 0 0 0 0.009174311926605505 0.009174311926605505
4294 0 0 0.0010193679918450561 0.0010193679918450561 4.751167124204061e-07 4.751167124204061e-07
4295 0 0 6.142726873170811e-07 6.142726873170811e-07 6.142726873170811e-07 6.142726873170811e-07
4296 0 0 0 0 0 0
4297 0 0 0.003205128205128205 0.003205128205128205 0.003205128205128205 0.003205128205128205
4298 0 0 0 0 0.010752688172043012 0.010752688172043012
4299 0 0 0 0 0 0
4300 0 0 0.014285714285714285 0.014285714285714285 0.014285714285714285 0.014285714285714285
4301 0 0 0 0 0 0
4302 0 0 0 0 0 0
4303 0 0 0 0 0.012658227848101266 0.012658227848101266
4304 0 0 0 0 0 0
4305 0 0 0 0 0 0
4306 5.723650697045261e-06 7.86732542404884e-06 5.626454086728038e-06 1.345360859416517e-05 1.0684094969393884e-05 0.0004716981132075472
4307 0 0 0 0 0 0
4308 0 0 0 0 0 0
4309 0 0 0 0 0 0
4310 0 0 0 0 0 0
4311 0 0 0 0 0.009009009009009009 0.009009009009009009
4312 0 0 4.714148195848344e-07 4.714148195848344e-07 4.714148195848344e-07 4.714148195848344e-07
4313 0 0 0 0 0 0
4314 0 0 0 0 0 0
4315 0 0 0 0 0 0
4316 0 0 0 0 0 0
4317 0 0 0 0 0 0
4318 0 0 1.9573685137700873e-05 1.9573685137700873e-05 3.909074917420793e-05 3.909074917420793e-05
4319 0 0 0 0 0 0
4320 0 0 0 0 0.0055248618784530384 0.0055248618784530384
4321 0 0 0 0 0 0
4322 0 0 1.8496254508462035e-05 1.8496254508462035e-05 1.8496254508462035e-05 1.8496254508462035e-05
4323 0 0 0 0 0 0
4324 0 0 0 0 0 0
4325 0.0005797101449275362 0.0005797101449275362 0.0012360939431396785 0.0012360939431396785 0.0021164021164021165 0.004608294930875576
4326 0 0 0 0 0.008928571428571428 0.008928571428571428
4327 0 0 8.640604012782909e-07 8.640604012782909e-07 1.2960312499054976e-06 1.5102523480648382e-06
4328 0 0 2.6607774791794163e-05 2.6607774791794163e-05 5.3190074732055e-05 5.3190074732055e-05
4329 0 0 0 0 0 0
4330 0 0 0 0 0 0
4331 8.011866505907634e-05 0.00468384074941452 8.477633208771127e-05 0.006172839506172839 0.00016506768986277582 1.0
4332 0 0 0 0 0 0
4333 0 0 0.00041203131437989287 0.00041203131437989287 0.00041203131437989287 0.00041203131437989287
4334 0 0 0 0 0.008264462809917356 0.008264462809917356
4335 0 0 0 0 0 0
4336 0 0 0 0 0 0
4337 0 0 0 0 0 0
4338 0 0 0 0 0 0
4339 0 0 0 0 0 0
4340 0 0 2.7418143133674415e-06 2.7418143133674415e-06 4.078430946046437e-06 0.00016305233980107615
4341 0 0 0 0 0.0056179775280898875 0.0056179775280898875
4342 0 0 0 0 0 0
4343 0 0 0 0 0.022727272727272728 0.022727272727272728
4344 0 0 1.6535239074754162e-06 1.6535239074754162e-06 1.6535239074754162e-06 1.6535239074754162e-06
4345 0 0 2.5148185684143817e-06 2.5148185684143817e-06 2.5148185684143817e-06 2.5148185684143817e-06
4346 0 0 0 0 1.3196442239172319e-05 1.3196442239172319e-05
4347 0 0 0 0 0 0
4348 0 0 0 0 0.0009442870632672333 0.0009442870632672333
4349 0 0 2.0620257340811613e-05 2.0620257340811613e-05 4.119803897334487e-05 4.119803897334487e-05
4350 0 0 0 0 1.286554221827679e-05 1.286554221827679e-05
4351 0 0 7.169800227856251e-07 7.169800227856251e-07 7.169800227856251e-07 7.169800227856251e-07
4352 0 0 0 0 0 0
4353 0 0 0 0 0 0
4354 0 0 0 0 0 0
4355 0 0 0 0 0 0
4356 0 0 3.5710536107994377e-07 3.5710536107994377e-07 3.5710536107994377e-07 3.5710536107994377e-07
4357 0 0 0 0 0 0
4358 0 0 0 0 0 0
4359 0 0 0 0 1.2942135711235068e-05 1.2942135711235068e-05
4360 0 0 0 0 0.0011641443538998836 0.0011641443538998836
4361 0 0 0 0 0.002840909090909091 0.002840909090909091
4362 0 0 0 0 0.006578947368421052 0.006578947368421052
4363 1.1573538262117494e-05 1.1573538262117494e-05 2.316906466485948e-05 2.316906466485948e-05 2.7426565371218562e-05 4.3519888589085215e-05
4364 0 0 0 0 6.935293709688605e-05 6.935293709688605e-05
4365 0 0 1.5365750970347174e-06 1.999808018430231e-06 1.9207181334614836e-06 5.576311827357386e-05
4366 0 0 0 0 0.025 0.025
4367 0 0 0 0 0 0
4368 0.001652892561983471 0.001652892561983471 0.0016863406408094434 0.0016863406408094434 0.004909983633387889 0.058823529411764705
4369 0 0 0 0 0.018518518518518517 0.018518518518518517
4370 8.052826542116283e-05 8.052826542116283e-05 1.4440885033707431e-06 6.175164722518973e-06 2.4068118551850186e-06 6.175164722518973e-06
4371 0 0 0.01098901098901099 0.01098901098901099 0.01098901098901099 0.01098901098901099
4372 0 0 0 0 0 0
4373 0 0 6.862791522805399e-07 6.862791522805399e-07 6.862791522805399e-07 6.862791522805399e-07
4374 0 0 7.234246343450186e-07 7.234900581613658e-07 7.234246343450186e-07 7.234900581613658e-07
4375 0 0 0 0 1.6475550283379465e-05 1.6475550283379465e-05
4376 0 0 0 0 0 0
4377 0 0 1.9798961346487765e-06 1.9798961346487765e-06 3.959784429335667e-06 3.959784429335667e-06
4378 0 0 0 0 0 0
4379 0 0 0 0 0.008928571428571428 0.008928571428571428
4380 0 0 0 0 2.671439638821361e-05 2.671439638821361e-05
4381 0 0 0 0 0 0
4382 0 0 0 0 0.010309278350515464 0.010309278350515464
4383 0 0 0.006289308176100629 0.006289308176100629 0.006289308176100629 0.006289308176100629
4384 0 0 0 0 0.0023923444976076554 0.0023923444976076554
4385 0 0 0 0 0.0007757951900698216 0.0007757951900698216
4386 0 0 0 0 0 0
4387 0 0 5.217118199551641e-07 5.217118199551641e-07 5.217118199551641e-07 5.217118199551641e-07
4388 0 0 0 0 0 0
4389 0 0 0 0 0 0
4390 0 0 0 0 0 0
4391 0 0 0 0 0.0196078431372549 0.0196078431372549
4392 0 0 8.905449066174611e-07 8.905449066174611e-07 8.905449066174611e-07 8.905449066174611e-07
4393 0 0 0.0018975332068311196 0.0018975332068311196 0.0018975332068311196 0.0018975332068311196
4394 0 0 0 0 0.013888888888888888 0.013888888888888888
4395 0 0 0 0 0.007407407407407408 0.007407407407407408
4396 0 0 0 0 0 0
4397 0 0 0 0 0.005208333333333333 0.005208333333333333
4398 0 0 0 0 0 0
4399 0 0 0 0 2.2879630265174915e-05 2.2879630265174915e-05
4400 0 0 0 0 0 0
4401 0 0 0 0 0.007194244604316547 0.007194244604316547
4402 0 0 0 0 0 0
4403 0 0 0 0 7.931453208788368e-07 7.931453208788368e-07
4404 0 0 3.43112026076514e-05 3.43112026076514e-05 6.817097279978186e-05 6.817097279978186e-05
